NSeq, I1, I2, O1, O2, AI1, AI2, AI3
6, 0, 0, 0, 0, 0, 230, 0
7, 0, 0, 0, 0, 0, 231, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 231, 0
10, 0, 0, 0, 0, 0, 228, 0
11, 0, 0, 0, 0, 0, 229, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 226, 0
14, 0, 0, 0, 0, 0, 230, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 229, 0
2, 0, 0, 0, 0, 0, 231, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 231, 0
5, 0, 0, 0, 0, 0, 230, 0
6, 0, 0, 0, 0, 0, 231, 0
7, 0, 0, 0, 0, 0, 228, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 229, 0
10, 0, 0, 0, 0, 0, 229, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 231, 0
13, 0, 0, 0, 0, 0, 231, 0
14, 0, 0, 0, 0, 0, 231, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 230, 0
1, 0, 0, 0, 0, 0, 231, 0
2, 0, 0, 0, 0, 0, 228, 0
3, 0, 0, 0, 0, 0, 228, 0
4, 0, 0, 0, 0, 0, 230, 0
5, 0, 0, 0, 0, 0, 233, 0
6, 0, 0, 0, 0, 0, 231, 0
7, 0, 0, 0, 0, 0, 229, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 230, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 230, 0
12, 0, 0, 0, 0, 0, 230, 0
13, 0, 0, 0, 0, 0, 231, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 231, 0
0, 0, 0, 0, 0, 0, 230, 0
1, 0, 0, 0, 0, 0, 228, 0
2, 0, 0, 0, 0, 0, 229, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 229, 0
6, 0, 0, 0, 0, 0, 230, 0
7, 0, 0, 0, 0, 0, 235, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 229, 0
11, 0, 0, 0, 0, 0, 231, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 231, 0
14, 0, 0, 0, 0, 0, 226, 0
15, 0, 0, 0, 0, 0, 228, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 229, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 229, 0
5, 0, 0, 0, 0, 0, 231, 0
6, 0, 0, 0, 0, 0, 227, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 228, 0
9, 0, 0, 0, 0, 0, 229, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 230, 0
13, 0, 0, 0, 0, 0, 228, 0
14, 0, 0, 0, 0, 0, 230, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 230, 0
1, 0, 0, 0, 0, 0, 227, 0
2, 0, 0, 0, 0, 0, 229, 0
3, 0, 0, 0, 0, 0, 229, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 228, 0
6, 0, 0, 0, 0, 0, 230, 0
7, 0, 0, 0, 0, 0, 230, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 231, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 229, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 233, 0
14, 0, 0, 0, 0, 0, 230, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 230, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 229, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 230, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 230, 0
10, 0, 0, 0, 0, 0, 230, 0
11, 0, 0, 0, 0, 0, 231, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 230, 0
14, 0, 0, 0, 0, 0, 226, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 229, 0
2, 0, 0, 0, 0, 0, 230, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 228, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 229, 0
7, 0, 0, 0, 0, 0, 229, 0
8, 0, 0, 0, 0, 0, 230, 0
9, 0, 0, 0, 0, 0, 230, 0
10, 0, 0, 0, 0, 0, 230, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 230, 0
14, 0, 0, 0, 0, 0, 228, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 229, 0
2, 0, 0, 0, 0, 0, 229, 0
3, 0, 0, 0, 0, 0, 229, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 229, 0
6, 0, 0, 0, 0, 0, 227, 0
7, 0, 0, 0, 0, 0, 228, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 228, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 229, 0
12, 0, 0, 0, 0, 0, 230, 0
13, 0, 0, 0, 0, 0, 233, 0
14, 0, 0, 0, 0, 0, 226, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 227, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 228, 0
4, 0, 0, 0, 0, 0, 229, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 227, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 229, 0
10, 0, 0, 0, 0, 0, 228, 0
11, 0, 0, 0, 0, 0, 228, 0
12, 0, 0, 0, 0, 0, 228, 0
13, 0, 0, 0, 0, 0, 228, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 228, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 229, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 228, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 231, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 228, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 228, 0
15, 0, 0, 0, 0, 0, 230, 0
0, 0, 0, 0, 0, 0, 227, 0
1, 0, 0, 0, 0, 0, 230, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 230, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 228, 0
8, 0, 0, 0, 0, 0, 230, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 229, 0
11, 0, 0, 0, 0, 0, 229, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 228, 0
0, 0, 0, 0, 0, 0, 230, 0
1, 0, 0, 0, 0, 0, 230, 0
2, 0, 0, 0, 0, 0, 229, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 228, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 230, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 226, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 226, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 229, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 226, 0
6, 0, 0, 0, 0, 0, 228, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 228, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 226, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 229, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 228, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 229, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 226, 0
14, 0, 0, 0, 0, 0, 226, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 228, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 227, 0
7, 0, 0, 0, 0, 0, 231, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 229, 0
10, 0, 0, 0, 0, 0, 228, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 229, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 223, 0
0, 0, 0, 0, 0, 0, 227, 0
1, 0, 0, 0, 0, 0, 228, 0
2, 0, 0, 0, 0, 0, 228, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 226, 0
5, 0, 0, 0, 0, 0, 226, 0
6, 0, 0, 0, 0, 0, 229, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 229, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 226, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 224, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 230, 0
2, 0, 0, 0, 0, 0, 225, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 226, 0
9, 0, 0, 0, 0, 0, 226, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 226, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 227, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 226, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 224, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 224, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 223, 0
2, 0, 0, 0, 0, 0, 225, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 223, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 229, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 230, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 225, 0
9, 0, 0, 0, 0, 0, 226, 0
10, 0, 0, 0, 0, 0, 226, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 224, 0
1, 0, 0, 0, 0, 0, 223, 0
2, 0, 0, 0, 0, 0, 225, 0
3, 0, 0, 0, 0, 0, 227, 0
4, 0, 0, 0, 0, 0, 227, 0
5, 0, 0, 0, 0, 0, 228, 0
6, 0, 0, 0, 0, 0, 227, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 228, 0
14, 0, 0, 0, 0, 0, 228, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 229, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 222, 0
9, 0, 0, 0, 0, 0, 228, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 227, 0
14, 0, 0, 0, 0, 0, 224, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 223, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 226, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 225, 0
13, 0, 0, 0, 0, 0, 226, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 224, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 228, 0
6, 0, 0, 0, 0, 0, 226, 0
7, 0, 0, 0, 0, 0, 224, 0
8, 0, 0, 0, 0, 0, 225, 0
9, 0, 0, 0, 0, 0, 224, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 224, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 223, 0
14, 0, 0, 0, 0, 0, 224, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 225, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 227, 0
8, 0, 0, 0, 0, 0, 226, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 224, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 227, 0
2, 0, 0, 0, 0, 0, 224, 0
3, 0, 0, 0, 0, 0, 224, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 226, 0
6, 0, 0, 0, 0, 0, 223, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 226, 0
9, 0, 0, 0, 0, 0, 227, 0
10, 0, 0, 0, 0, 0, 227, 0
11, 0, 0, 0, 0, 0, 227, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 227, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 224, 0
3, 0, 0, 0, 0, 0, 225, 0
4, 0, 0, 0, 0, 0, 226, 0
5, 0, 0, 0, 0, 0, 220, 0
6, 0, 0, 0, 0, 0, 224, 0
7, 0, 0, 0, 0, 0, 223, 0
8, 0, 0, 0, 0, 0, 223, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 224, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 226, 0
13, 0, 0, 0, 0, 0, 223, 0
14, 0, 0, 0, 0, 0, 227, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 224, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 225, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 224, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 224, 0
9, 0, 0, 0, 0, 0, 226, 0
10, 0, 0, 0, 0, 0, 224, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 225, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 226, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 224, 0
8, 0, 0, 0, 0, 0, 227, 0
9, 0, 0, 0, 0, 0, 228, 0
10, 0, 0, 0, 0, 0, 222, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 225, 0
13, 0, 0, 0, 0, 0, 224, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 224, 0
3, 0, 0, 0, 0, 0, 224, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 224, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 225, 0
9, 0, 0, 0, 0, 0, 223, 0
10, 0, 0, 0, 0, 0, 223, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 223, 0
13, 0, 0, 0, 0, 0, 224, 0
14, 0, 0, 0, 0, 0, 223, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 226, 0
2, 0, 0, 0, 0, 0, 224, 0
3, 0, 0, 0, 0, 0, 222, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 227, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 224, 0
8, 0, 0, 0, 0, 0, 223, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 223, 0
11, 0, 0, 0, 0, 0, 226, 0
12, 0, 0, 0, 0, 0, 225, 0
13, 0, 0, 0, 0, 0, 224, 0
14, 0, 0, 0, 0, 0, 223, 0
15, 0, 0, 0, 0, 0, 226, 0
0, 0, 0, 0, 0, 0, 223, 0
1, 0, 0, 0, 0, 0, 224, 0
2, 0, 0, 0, 0, 0, 227, 0
3, 0, 0, 0, 0, 0, 225, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 225, 0
7, 0, 0, 0, 0, 0, 226, 0
8, 0, 0, 0, 0, 0, 223, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 222, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 226, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 225, 0
0, 0, 0, 0, 0, 0, 226, 0
1, 0, 0, 0, 0, 0, 225, 0
2, 0, 0, 0, 0, 0, 223, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 224, 0
7, 0, 0, 0, 0, 0, 223, 0
8, 0, 0, 0, 0, 0, 224, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 225, 0
11, 0, 0, 0, 0, 0, 223, 0
12, 0, 0, 0, 0, 0, 227, 0
13, 0, 0, 0, 0, 0, 223, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 223, 0
1, 0, 0, 0, 0, 0, 224, 0
2, 0, 0, 0, 0, 0, 223, 0
3, 0, 0, 0, 0, 0, 224, 0
4, 0, 0, 0, 0, 0, 225, 0
5, 0, 0, 0, 0, 0, 224, 0
6, 0, 0, 0, 0, 0, 224, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 225, 0
9, 0, 0, 0, 0, 0, 228, 0
10, 0, 0, 0, 0, 0, 224, 0
11, 0, 0, 0, 0, 0, 224, 0
12, 0, 0, 0, 0, 0, 225, 0
13, 0, 0, 0, 0, 0, 224, 0
14, 0, 0, 0, 0, 0, 224, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 228, 0
1, 0, 0, 0, 0, 0, 222, 0
2, 0, 0, 0, 0, 0, 224, 0
3, 0, 0, 0, 0, 0, 223, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 223, 0
6, 0, 0, 0, 0, 0, 223, 0
7, 0, 0, 0, 0, 0, 223, 0
8, 0, 0, 0, 0, 0, 222, 0
9, 0, 0, 0, 0, 0, 225, 0
10, 0, 0, 0, 0, 0, 222, 0
11, 0, 0, 0, 0, 0, 223, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 225, 0
15, 0, 0, 0, 0, 0, 222, 0
0, 0, 0, 0, 0, 0, 224, 0
1, 0, 0, 0, 0, 0, 223, 0
2, 0, 0, 0, 0, 0, 223, 0
3, 0, 0, 0, 0, 0, 224, 0
4, 0, 0, 0, 0, 0, 223, 0
5, 0, 0, 0, 0, 0, 221, 0
6, 0, 0, 0, 0, 0, 224, 0
7, 0, 0, 0, 0, 0, 225, 0
8, 0, 0, 0, 0, 0, 223, 0
9, 0, 0, 0, 0, 0, 222, 0
10, 0, 0, 0, 0, 0, 224, 0
11, 0, 0, 0, 0, 0, 225, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 223, 0
15, 0, 0, 0, 0, 0, 224, 0
0, 0, 0, 0, 0, 0, 224, 0
1, 0, 0, 0, 0, 0, 223, 0
2, 0, 0, 0, 0, 0, 223, 0
3, 0, 0, 0, 0, 0, 222, 0
4, 0, 0, 0, 0, 0, 224, 0
5, 0, 0, 0, 0, 0, 225, 0
6, 0, 0, 0, 0, 0, 224, 0
7, 0, 0, 0, 0, 0, 223, 0
8, 0, 0, 0, 0, 0, 223, 0
9, 0, 0, 0, 0, 0, 224, 0
10, 0, 0, 0, 0, 0, 224, 0
11, 0, 0, 0, 0, 0, 223, 0
12, 0, 0, 0, 0, 0, 224, 0
13, 0, 0, 0, 0, 0, 225, 0
14, 0, 0, 0, 0, 0, 222, 0
15, 0, 0, 0, 0, 0, 223, 0
0, 0, 0, 0, 0, 0, 225, 0
1, 0, 0, 0, 0, 0, 223, 0
2, 0, 0, 0, 0, 0, 223, 0
3, 0, 0, 0, 0, 0, 226, 0
4, 0, 0, 0, 0, 0, 223, 0
